General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)
,,573,20.88759892,103.816186,0.01192697,0.09217501,1.049498,1.047615,0.821467,-0.0006,0,0,-1,335.354,338.615,1041.456,0,0
,,574,20.88781355,101.485903,0.01189404,0.09224049,1.047396,1.049068,0.849996,0.0022,0,0,-1,335.39,338.702,1041.394,0,0
,,575,20.88657129,105.424518,0.01189682,0.09220084,1.046851,1.049927,0.863395,0.0003,0,0,-1,335.34,338.653,1041.397,0,0
,,576,20.88764738,106.214883,0.0117565,0.0925793,1.050841,1.051282,0.822815,0.0026,0,0,-1,335.405,338.665,1041.404,0,0
,,577,20.88850352,110.497677,0.01170248,0.09219631,1.057974,1.052769,0.770322,0.0011,0,0,-1,335.292,338.638,1041.388,0,0
,,578,20.88985697,106.960891,0.01161793,0.09263353,1.053491,1.053928,0.786376,0.0014,0,0,-1,335.337,338.557,1041.451,0,0
,,579,20.89044057,104.72799,0.01151055,0.091689,1.056159,1.054196,0.785089,0.0015,0,0,-1,335.292,338.612,1041.455,0,0
,,580,20.89196635,103.136203,0.01148215,0.09142345,1.054549,1.054788,0.763884,0.0016,0,0,-1,335.279,338.548,1041.486,0,0
,,581,20.8919985,105.80334,0.01141134,0.09122105,1.054511,1.05572,0.7997,0.0004,0,0,-1,335.311,338.601,1041.46,0,0
,,582,20.89280163,103.420942,0.01139213,0.09117151,1.063393,1.056785,0.815476,0.0023,0,0,-1,335.226,338.564,1041.442,0,0
,,583,20.8929256,105.901314,0.01130617,0.09114608,1.06038,1.058034,0.844663,0.0039,0,0,-1,335.334,338.593,1041.47,0,0
,,584,20.89239531,104.343914,0.0112817,0.09113451,1.0572,1.058998,0.771136,0.002,0,0,-1,335.302,338.64,1041.479,0,0
,,585,20.89223568,104.653518,0.0112378,0.09075502,1.058589,1.059763,0.76993,0.0009,0,0,-1,335.332,338.594,1041.463,0,0
,,586,20.8922229,104.530045,0.01115298,0.09032857,1.0571,1.060675,0.795772,0.0005,0,0,-1,335.341,338.663,1041.437,0,0
,,587,20.89271269,110.906796,0.01111866,0.09041154,1.06824,1.061159,0.805629,0.0009,0,0,-1,335.314,338.619,1041.421,0,0
,,588,20.89266335,101.179967,0.01097058,0.08948563,1.067668,1.061032,0.804072,0.0012,0,0,-1,335.37,338.666,1041.45,0,0
,,589,20.89322212,105.044408,0.01089536,0.08932648,1.064422,1.061635,0.814499,0.0022,0,0,-1,335.298,338.655,1041.67,0,0
,,590,20.89256733,100.809689,0.01089174,0.0894893,1.063527,1.06196,0.843735,0.0002,0,0,-1,335.352,338.631,1041.498,0,0
,,591,20.8927047,104.790668,0.01089376,0.08836105,1.06243,1.062806,0.794022,0.0033,0,0,-1,335.316,338.686,1041.719,0,0
,,592,20.89234541,105.522702,0.01082981,0.08825497,1.066269,1.06295,0.744376,0.0013,0,0,-1,335.311,338.623,1041.521,0,0
,,593,20.89274114,102.047942,0.01072449,0.08809115,1.071042,1.063908,0.694113,-0.0004,0,0,-1,335.337,338.659,1041.738,0,0
,,594,20.89401042,104.613206,0.01069504,0.08827048,1.066153,1.064221,0.642134,-0.0005,0,0,-1,335.231,338.562,1041.527,0,0
,,595,20.89417317,108.899156,0.010693,0.08821192,1.067895,1.065061,0.653644,0,0,0,-1,335.274,338.555,1041.772,0,0
,,596,20.89394971,106.25737,0.01060183,0.08757712,1.063225,1.065429,0.646277,0.0012,0,0,-1,335.211,338.564,1041.491,0,0
,,597,20.89482081,108.885384,0.01058055,0.08742284,1.068333,1.065841,0.644089,0.0021,0,0,-1,335.261,338.522,1041.506,0,0
,,598,20.8952541,109.814176,0.01051988,0.08742697,1.069314,1.066027,0.678588,0.0017,0,0,-1,335.261,338.606,1041.481,0,0
,,599,20.89507731,102.615568,0.01041158,0.08734211,1.065993,1.066398,0.750506,0.0026,0,0,-1,335.251,338.539,1041.258,0,0
,,600,20.89436422,101.985098,0.0103882,0.08656819,1.065092,1.066038,0.729089,-0.0006,0,0,-1,335.3,338.584,1041.501,0,0
,,601,20.89440449,103.364363,0.01038204,0.08624573,1.0595,1.066173,0.666509,-0.0007,0,0,-1,335.219,338.58,1041.49,0,0
,,602,20.89439248,103.949496,0.01037858,0.08626639,1.062655,1.066216,0.705447,-0.0006,0,0,-1,335.299,338.566,1041.683,0,0
,,603,20.89450501,102.546499,0.01038506,0.08624406,1.072045,1.066514,0.72347,-0.0007,0,0,-1,335.264,338.635,1041.556,0,0
,,604,20.89425077,103.845054,0.01038172,0.08625328,1.066065,1.066551,0.662068,0.0012,0,0,-1,335.288,338.578,1041.576,0,0
,,605,20.89418471,104.085401,0.01033373,0.08617482,1.064992,1.066138,0.628383,0.0013,0,0,-1,335.29,338.619,1041.562,0,0
,,606,20.89470219,102.733698,0.01030177,0.0862884,1.06432,1.065978,0.640465,0.0011,0,0,-1,335.227,338.572,1041.502,0,0
,,607,20.89467983,105.256589,0.01030124,0.08626755,1.064255,1.06574,0.630354,0.0008,0,0,-1,335.285,338.602,1041.49,0,0
,,608,20.89613235,104.732125,0.01030103,0.08619326,1.070631,1.065489,0.629042,0.0007,0,0,-1,335.211,338.596,1041.485,0,0
,,609,20.89676126,105.978785,0.01029863,0.08627548,1.069066,1.065162,0.565454,-0.0005,0,0,-1,335.255,338.569,1041.52,0,0
,,610,20.896958,105.935349,0.01022183,0.08627452,1.066011,1.065002,0.541898,0,0,0,-1,335.235,338.611,1041.489,0,0
,,611,20.89702814,104.947762,0.01012588,0.08629513,1.064353,1.06451,0.583451,0.0012,0,0,-1,335.22,338.53,1041.513,0,0
,,612,20.89724692,109.050181,0.01010893,0.08628221,1.062988,1.064129,0.665257,0.0007,0,0,-1,335.225,338.559,1041.472,0,0
,,613,20.89660424,104.112264,0.01010308,0.08624725,1.070648,1.064071,0.635237,0.0012,0,0,-1,335.126,338.482,1041.495,0,0
,,614,20.89875771,106.151715,0.01010294,0.08624284,1.064995,1.063677,0.53132,0.0013,0,0,-1,335.171,338.486,1041.509,0,0
,,615,20.89914118,108.466617,0.01001906,0.08625113,1.061747,1.062966,0.562245,0.0014,0,0,-1,335.116,338.484,1041.507,0,0
,,616,20.89919454,99.87458,0.00990269,0.08621712,1.062738,1.062273,0.628304,0.0002,0,0,-1,335.153,338.444,1041.538,0,0
,,617,20.89899528,106.88,0.00983114,0.08539133,1.060807,1.061676,0.597231,0.0003,0,0,-1,335.154,338.497,1041.516,0,0
,,618,20.9003727,106.398388,0.00973125,0.08506292,1.06658,1.061295,0.562559,0.0006,0,0,-1,335.101,338.424,1041.526,0,0
,,619,20.90050648,107.159695,0.00968799,0.08502994,1.064849,1.060801,0.584152,0.0014,0,0,-1,335.163,338.455,1041.525,0,0
,,620,20.90004174,107.894762,0.00961282,0.08441234,1.058651,1.060057,0.557265,0.0014,0,0,-1,335.081,338.448,1041.484,0,0
,,621,20.89910344,106.308495,0.00952004,0.08431246,1.06305,1.059371,0.519708,0.0021,0,0,-1,335.122,338.412,1041.485,0,0
,,622,20.89914493,106.116745,0.00949507,0.08429135,1.060705,1.059055,0.565077,0.0017,0,0,-1,335.07,338.446,1041.431,0,0
,,623,20.89951165,106.8531,0.00948661,0.08433079,1.063091,1.058358,0.628813,0.0009,0,0,-1,335.053,338.352,1041.425,0,0
,,624,20.90021776,100.937617,0.00943446,0.08436147,1.061325,1.05753,0.647227,-0.0005,0,0,-1,335.075,338.402,1041.392,0,0
,,625,20.9004062,104.754497,0.00940429,0.08427995,1.055591,1.056955,0.565168,-0.0007,0,0,-1,335.027,338.372,1041.389,0,0
,,626,20.90046893,101.391272,0.00932162,0.08428563,1.056272,1.055518,0.485414,-0.0005,0,0,-1,335.116,338.405,1041.363,0,0
,,627,20.90051636,100.960349,0.00937508,0.08434781,1.056896,1.054695,0.50316,-0.0003,0,0,-1,335.048,338.417,1041.326,0,0
,,628,20.89965538,105.473047,0.00940298,0.08379462,1.061301,1.05334,0.466293,-0.0002,0,0,-1,335.084,338.387,1041.362,0,0
,,629,20.89928444,106.657545,0.0094063,0.0834644,1.059216,1.052802,0.458318,0.0005,0,0,-1,335.073,338.453,1041.337,0,0
,,630,20.90019452,102.805904,0.00940731,0.08343601,1.053929,1.052565,0.520322,-0.0002,0,0,-1,335.037,338.381,1041.399,0,0
,,631,20.89956925,102.578594,0.00940293,0.0834466,1.050423,1.051432,0.520109,-0.0006,0,0,-1,335.101,338.425,1041.422,0,0
,,632,20.89878748,98.91463,0.00946716,0.08342754,1.052211,1.050027,0.486693,0.0001,0,0,-1,335.028,338.413,1041.454,0,0
,,633,20.89937626,105.956036,0.00943641,0.08351075,1.051833,1.049481,0.486913,0.0009,0,0,-1,335.095,338.404,1041.526,0,0
,,634,20.89931353,104.21182,0.00944856,0.08345415,1.056738,1.048889,0.523439,0.0002,0,0,-1,335.043,338.433,1041.525,0,0
,,635,20.90018831,101.319274,0.00948841,0.08353209,1.047503,1.047842,0.562035,0.0006,0,0,-1,335.054,338.374,1041.576,0,0
,,636,20.90091858,100.475732,0.00953629,0.08342095,1.045367,1.046814,0.493495,-0.0001,0,0,-1,335.07,338.44,1041.568,0,0
,,637,20.90113982,101.711057,0.00951207,0.08342199,1.050769,1.045828,0.485296,0.0019,0,0,-1,335.035,338.386,1041.574,0,0
,,638,20.90212497,108.097798,0.00948763,0.08344108,1.051867,1.044798,0.468753,-0.0007,0,0,-1,335.094,338.411,1041.597,0,0
,,639,20.90185462,106.153831,0.00943354,0.08338122,1.050455,1.04442,0.415262,0,0,0,-1,335.016,338.406,1041.581,0,0
,,640,20.90221563,106.970294,0.00940519,0.08353245,1.0407,1.043355,0.412038,0.0008,0,0,-1,335.083,338.382,1041.577,0,0
,,641,20.90256936,106.226968,0.00940405,0.0825303,1.038869,1.042037,0.497081,0.0016,0,0,-1,335.041,338.436,1041.532,0,0
,,642,20.90317223,103.907327,0.00940213,0.08239976,1.045755,1.040507,0.519149,0.0015,0,0,-1,335.015,338.352,1041.53,0,0
,,643,20.90350106,104.900031,0.00940483,0.08242415,1.043293,1.039629,0.496917,0.002,0,0,-1,335.043,338.417,1041.519,0,0
,,644,20.90341502,104.145807,0.00932142,0.08236687,1.045032,1.039261,0.516222,0.0021,0,0,-1,334.991,338.373,1041.508,0,0
,,645,20.90300705,104.04724,0.00920919,0.08236823,1.0402,1.038157,0.501577,0.0001,0,0,-1,335.088,338.418,1041.469,0,0
,,646,20.90258149,104.050733,0.00918005,0.08228753,1.034886,1.037189,0.423689,0.0004,0,0,-1,335.041,338.462,1041.47,0,0
,,647,20.90176171,103.010682,0.0091168,0.08232372,1.042333,1.035788,0.368484,0.0017,0,0,-1,335.087,338.427,1041.49,0,0
,,648,20.90245546,105.643055,0.0090086,0.08227475,1.041049,1.035356,0.435992,0.0003,0,0,-1,335.081,338.496,1041.475,0,0
,,649,20.9025734,107.695288,0.00907298,0.08225752,1.039423,1.034645,0.461168,0.0017,0,0,-1,335.055,338.447,1041.513,0,0
,,650,20.90263321,102.818348,0.00909565,0.08230842,1.036415,1.033444,0.428594,0.0034,0,0,-1,335.112,338.499,1041.536,0,0
,,651,20.9022902,106.188326,0.00903069,0.08225652,1.029184,1.03251,0.419337,0.0022,0,0,-1,335.031,338.46,1041.768,0,0
,,652,20.90268953,109.167466,0.00898407,0.08149697,1.032388,1.031571,0.373884,0.0017,0,0,-1,335.086,338.44,1041.6,0,0
,,653,20.90277201,102.547122,0.00898194,0.08123641,1.034185,1.030782,0.337266,0,0,0,-1,335.047,338.466,1041.36,0,0
,,654,20.90338974,102.452435,0.0090543,0.08127356,1.033097,1.03079,0.331227,-0.0002,0,0,-1,335.047,338.414,1041.594,0,0
,,655,20.90307924,108.968205,0.00909243,0.08113218,1.033326,1.029809,0.355954,0.0006,0,0,-1,335.086,338.494,1041.583,0,0
,,656,20.90329507,104.640809,0.0090149,0.08117377,1.025984,1.028355,0.33095,0.0037,0,0,-1,335.041,338.451,1041.513,0,0
,,657,20.9040584,103.524345,0.00906587,0.08112742,1.026041,1.027201,0.302292,0.0022,0,0,-1,335.115,338.489,1041.502,0,0
,,658,20.90392572,106.572306,0.00901211,0.08057749,1.030182,1.026276,0.335518,0.0004,0,0,-1,335.02,338.456,1041.462,0,0
,,659,20.90412144,103.014955,0.00898442,0.0810847,1.028496,1.025317,0.393526,-0.0001,0,0,-1,335.03,338.401,1041.275,0,0
,,660,20.90385671,106.238912,0.0089815,0.08117996,1.030208,1.024057,0.438441,0.0017,0,0,-1,334.992,338.425,1041.45,0,0
,,661,20.90434352,105.199751,0.00898261,0.08112299,1.023203,1.023661,0.44,0.0029,0,0,-1,334.979,338.354,1041.459,0,0
,,662,20.90377717,108.316003,0.00891836,0.08121274,1.021552,1.022696,0.383937,-0.0004,0,0,-1,335.002,338.375,1041.425,0,0
,,663,20.90434633,103.012566,0.00890159,0.08120425,1.029346,1.021611,0.308278,0.0008,0,0,-1,334.905,338.288,1041.409,0,0
,,664,20.90529746,103.625835,0.0088994,0.08057582,1.026501,1.021471,0.322278,0.001,0,0,-1,334.932,338.262,1041.396,0,0
,,665,20.90590844,107.52605,0.00881187,0.08037407,1.028764,1.020473,0.369312,0.001,0,0,-1,334.871,338.276,1041.416,0,0
,,666,20.90616403,103.042598,0.0087841,0.0803974,1.020688,1.019919,0.369089,-0.0003,0,0,-1,334.881,338.22,1041.441,0,0
,,667,20.9060867,101.651546,0.00878397,0.08035276,1.019037,1.018342,0.386276,0.0032,0,0,-1,334.9,338.303,1041.431,0,0
,,668,20.90591729,103.57244,0.00878824,0.08040403,1.022252,1.017124,0.37836,0.002,0,0,-1,334.868,338.221,1041.436,0,0
,,669,20.90473289,104.319742,0.0087836,0.08031693,1.021055,1.016654,0.356774,0.0021,0,0,-1,334.921,338.269,1041.432,0,0
,,670,20.90446146,104.111205,0.00878673,0.08039949,1.020898,1.016073,0.356955,0.0001,0,0,-1,334.859,338.267,1041.407,0,0
,,671,20.90434421,108.127347,0.00878367,0.08102257,1.018879,1.014979,0.331085,0.0006,0,0,-1,334.925,338.248,1041.472,0,0
,,672,20.90323469,104.360124,0.00878644,0.08123411,1.014237,1.014476,0.285618,0.0032,0,0,-1,334.876,338.299,1041.476,0,0
,,673,20.90302186,106.385195,0.00878706,0.08121125,1.019231,1.013538,0.232457,0.0013,0,0,-1,334.91,338.271,1041.529,0,0
,,674,20.90383013,106.042497,0.00878319,0.0812516,1.020125,1.012594,0.287355,0.0034,0,0,-1,334.961,338.382,1041.568,0,0
,,675,20.90411721,101.095117,0.00886936,0.08118558,1.019226,1.012124,0.313082,0.003,0,0,-1,334.921,338.34,1041.55,0,0
,,676,20.90421664,105.753367,0.00889945,0.08125006,1.01953,1.011076,0.285962,0.0038,0,0,-1,334.982,338.368,1041.536,0,0
,,677,20.90411601,107.206258,0.00889692,0.08119932,1.010346,1.009973,0.339519,0.0035,0,0,-1,334.924,338.372,1041.503,0,0
,,678,20.90471477,103.130617,0.0088962,0.08066214,1.011962,1.008897,0.331421,0.0018,0,0,-1,334.971,338.321,1041.51,0,0
,,679,20.9062353,107.124838,0.00881546,0.08033658,1.01471,1.008363,0.221748,0.0012,0,0,-1,334.969,338.412,1041.478,0,0
,,680,20.90589373,105.061539,0.00878893,0.08031695,1.015306,1.008533,0.229489,0.0008,0,0,-1,334.95,338.345,1041.495,0,0
,,681,20.90628424,100.62422,0.0087867,0.08034695,1.014521,1.007674,0.317,0.0031,0,0,-1,334.992,338.395,1041.481,0,0
,,682,20.9058813,108.591076,0.00872679,0.08035628,1.008731,1.007456,0.302726,0.0032,0,0,-1,334.925,338.367,1041.493,0,0
,,683,20.9042313,103.634076,0.00867914,0.08034042,1.01058,1.00646,0.297166,0.0014,0,0,-1,334.998,338.343,1041.514,0,0
,,684,20.90372904,106.863517,0.00862567,0.08039387,1.013167,1.005492,0.274979,0.0019,0,0,-1,334.92,338.376,1041.507,0,0
,,685,20.90290834,107.07676,0.00854116,0.08037697,1.011736,1.004861,0.217196,0.0022,0,0,-1,334.969,338.328,1041.538,0,0
,,686,20.90253045,104.628465,0.00844001,0.08036893,1.016519,1.004209,0.207265,0.0008,0,0,-1,334.965,338.402,1041.523,0,0
,,687,20.90318822,105.204153,0.00839666,0.08032045,1.008318,1.003914,0.292998,0.0026,0,0,-1,334.918,338.331,1041.527,0,0
,,688,20.90388911,101.51717,0.00831788,0.0794634,1.00314,1.003689,0.295082,0.0011,0,0,-1,334.986,338.369,1041.501,0,0
,,689,20.90380828,101.684197,0.0082256,0.07921839,1.006618,1.003514,0.251585,-0.0005,0,0,-1,334.915,338.367,1041.482,0,0
,,690,20.90509329,107.650967,0.00811827,0.07920851,1.007235,1.002648,0.234728,0.0019,0,0,-1,334.976,338.334,1041.509,0,0
,,691,20.90445414,108.275043,0.00808577,0.07927952,1.008603,1.002498,0.167777,0.0015,0,0,-1,334.947,338.4,1041.481,0,0
,,692,20.90419683,104.146522,0.00801061,0.07928503,1.003746,1.002267,0.106146,0.0016,0,0,-1,334.92,338.311,1041.492,0,0
,,693,20.90382539,101.184205,0.00797645,0.0792874,0.999372,1.001517,0.174703,0.0021,0,0,-1,334.946,338.376,1041.486,0,0
,,694,20.90478955,103.979815,0.00791304,0.07927175,1.004943,1.000949,0.256704,0.0002,0,0,-1,334.89,338.342,1041.443,0,0
,,695,20.90556599,107.003742,0.0078922,0.07926327,1.004449,1.001162,0.269648,0.002,0,0,-1,334.979,338.375,1041.476,0,0
,,696,20.90557002,103.336429,0.00789037,0.07916286,1.007558,1.001111,0.262364,0.001,0,0,-1,334.908,338.365,1041.458,0,0
,,697,20.90582988,104.463983,0.00789062,0.07928238,1.003721,1.000769,0.262958,-0.0001,0,0,-1,334.921,338.322,1041.494,0,0
,,698,20.90648416,106.226963,0.00788785,0.07927119,0.999166,1.000802,0.309076,0.0033,0,0,-1,334.905,338.365,1041.467,0,0
,,699,20.90625448,106.720944,0.00788977,0.07926303,1.004222,1.000493,0.263771,-0.0005,0,0,-1,334.882,338.306,1041.496,0,0
,,700,20.9063066,107.081096,0.00796695,0.07923224,1.003364,0.999883,0.243901,0.0003,0,0,-1,334.939,338.364,1041.479,0,0
,,701,20.90630187,107.351196,0.00790758,0.07928495,1.007148,1.00001,0.185001,0.0009,0,0,-1,334.887,338.342,1041.492,0,0
,,702,20.90704434,104.154454,0.00789257,0.07924606,1.006356,0.999913,0.11328,0.001,0,0,-1,334.948,338.328,1041.517,0,0
,,703,20.90634794,105.45748,0.00789259,0.07826731,0.997144,0.999218,0.208859,0.0008,0,0,-1,334.91,338.365,1041.492,0,0
,,704,20.90624118,103.755374,0.00789091,0.07815704,1.001392,0.998382,0.210106,-0.0005,0,0,-1,334.907,338.288,1041.525,0,0
,,705,20.90704722,101.783134,0.00788933,0.07811086,1.005116,0.998316,0.103946,-0.0002,0,0,-1,334.908,338.344,1041.502,0,0
,,706,20.90686658,103.351015,0.00796522,0.07823095,1.00615,0.998777,0.079785,0.0014,0,0,-1,334.849,338.292,1041.528,0,0
,,707,20.90716174,107.946437,0.00797614,0.07814441,1.004651,0.998455,0.170617,0.0014,0,0,-1,334.915,338.312,1041.493,0,0
,,708,20.90791417,102.371374,0.00797655,0.07738284,0.997171,0.997469,0.228935,0.0039,0,0,-1,334.839,338.294,1041.528,0,0
,,709,20.90842847,100.354992,0.00789612,0.07732297,1.000172,0.997282,0.192822,0.0032,0,0,-1,334.855,338.242,1041.516,0,0
,,710,20.90892882,108.591313,0.00788969,0.07735453,1.005383,0.997204,0.193876,0.0012,0,0,-1,334.802,338.278,1041.596,0,0
,,711,20.9090847,105.098851,0.00788859,0.07728131,1.0045,0.997451,0.169929,0.0022,0,0,-1,334.773,338.184,1041.615,0,0
,,712,20.9089326,105.469976,0.00789165,0.07726771,1.004585,0.997245,0.18255,0.0017,0,0,-1,334.804,338.224,1041.597,0,0
,,713,20.9096483,107.061167,0.0078116,0.07732898,0.997537,0.996943,0.177255,0.0015,0,0,-1,334.713,338.174,1041.532,0,0
,,714,20.91135969,105.451271,0.00780702,0.0772495,0.998217,0.996733,0.154878,0.0013,0,0,-1,334.77,338.167,1041.548,0,0
,,715,20.91127731,103.678667,0.00780676,0.07644786,1.003098,0.997176,0.046681,0.0015,0,0,-1,334.728,338.193,1041.515,0,0
,,716,20.90960374,104.164392,0.00770148,0.07648361,1.001759,0.997865,0.018205,0.0015,0,0,-1,334.731,338.131,1041.515,0,0
,,717,20.90974779,102.15747,0.00758899,0.07642395,1.003621,0.99783,0.111347,0.001,0,0,-1,334.722,338.188,1041.458,0,0
,,718,20.90956707,107.49744,0.00768847,0.0755398,1.000234,0.997455,0.179278,-0.0005,0,0,-1,334.693,338.106,1041.511,0,0
,,719,20.90954468,107.943998,0.00769606,0.07532832,1.00123,0.997478,0.136701,0.002,0,0,-1,334.738,338.123,1041.552,0,0
,,720,20.91064519,102.479201,0.00769328,0.07537205,1.004929,0.998197,0.067301,0.0029,0,0,-1,334.661,338.111,1041.504,0,0
,,721,20.91108518,106.15153,0.00769374,0.07533567,1.005911,0.998629,-0.013659,0.0002,0,0,-1,334.701,338.064,1041.513,0,0
,,722,20.90979019,106.066295,0.00761754,0.07530219,1.004774,0.999001,-0.017,0.0006,0,0,-1,334.667,338.099,1041.483,0,0
,,723,20.90994748,105.301527,0.00758576,0.07528837,1.002111,0.998836,-0.000791,0.0006,0,0,-1,334.661,338.016,1041.501,0,0
,,724,20.9095725,105.310687,0.00752142,0.0753768,0.996978,0.999055,0.075665,0.0004,0,0,-1,334.663,338.06,1041.482,0,0
,,725,20.91105926,105.321415,0.00755149,0.07528564,1.002105,0.999186,0.107913,0.0008,0,0,-1,334.582,338,1041.487,0,0
,,726,20.91147034,105.8497,0.00757995,0.07528256,1.004865,0.998791,0.126163,-0.0006,0,0,-1,334.64,337.998,1041.504,0,0
,,727,20.91173174,99.98143,0.00758566,0.07533047,1.004881,0.999393,0.086813,-0.0005,0,0,-1,334.555,337.99,1041.475,0,0
,,728,20.91177897,105.512762,0.00766981,0.07529057,1.003024,0.999563,0.078261,-0.0006,0,0,-1,334.59,337.932,1041.516,0,0
,,729,20.91205546,101.956699,0.00769447,0.07479,0.997752,0.999062,0.098325,-0.0003,0,0,-1,334.543,337.976,1041.502,0,0
,,730,20.91135051,102.70693,0.0076071,0.07455042,1.006213,0.998985,0.059431,0.0013,0,0,-1,334.507,337.885,1041.593,0,0
,,731,20.91111922,104.81698,0.00758477,0.07511714,1.006776,0.999256,0.025643,0.0014,0,0,-1,334.545,337.922,1041.533,0,0
,,732,20.91124216,104.617192,0.00764242,0.07526113,1.007366,0.999912,-0.010373,0.0001,0,0,-1,334.455,337.902,1041.536,0,0
,,733,20.91186507,104.229578,0.00762889,0.0753481,1.007321,1.000179,0.006236,0.0007,0,0,-1,334.532,337.91,1041.558,0,0
,,734,20.91217016,104.018415,0.00753689,0.07474256,1.002576,1.000299,0.027241,0.0046,0,0,-1,334.495,337.944,1041.517,0,0
,,735,20.91208284,104.780659,0.00743125,0.07439054,1.004456,1.000353,0.018455,0.0021,0,0,-1,334.51,337.895,1041.534,0,0
,,736,20.91171985,107.314312,0.00739031,0.07451054,1.008757,1.000115,0.024712,0.0015,0,0,-1,334.547,337.98,1041.53,0,0
,,737,20.91157181,107.625314,0.00731294,0.07445882,1.006841,1.000432,0.014387,0.0008,0,0,-1,334.514,337.951,1041.546,0,0
,,738,20.91126134,103.718314,0.0072706,0.07354081,1.009048,1.001077,0.009227,0.0015,0,0,-1,334.612,338.009,1041.561,0,0
,,739,20.91101482,105.749812,0.00727397,0.07337042,1.002504,1.001504,0.047198,0.0017,0,0,-1,334.53,338.006,1041.53,0,0
,,740,20.91158427,102.958001,0.00721337,0.07333045,1.006631,1.001389,0.054765,0.001,0,0,-1,334.584,337.975,1041.542,0,0
,,741,20.91196528,109.470672,0.00719049,0.07332609,1.0127,1.001374,0.029105,-0.0003,0,0,-1,334.566,338.008,1041.512,0,0
,,742,20.91170661,105.519102,0.00710769,0.07342104,1.006971,1.001401,0.028,0.0004,0,0,-1,334.55,337.924,1041.555,0,0
,,743,20.9111524,105.337414,0.00707778,0.07345275,1.01016,1.001105,-0.007491,0.0013,0,0,-1,334.551,337.97,1041.532,0,0
,,744,20.91176375,107.009527,0.00707203,0.07335762,1.005211,1.001083,-0.035049,0.0013,0,0,-1,334.468,337.899,1041.51,0,0
,,745,20.91313732,109.942052,0.00701296,0.07334042,1.004493,1.001791,-0.054335,0.0024,0,0,-1,334.558,337.922,1041.498,0,0
,,746,20.91383722,107.008431,0.00699256,0.07341736,1.011798,1.002189,-0.076954,0.0002,0,0,-1,334.52,337.96,1041.466,0,0
,,747,20.91429929,103.041157,0.00699761,0.07339223,1.01061,1.002458,-0.055948,0.0013,0,0,-1,334.575,337.949,1041.502,0,0
,,748,20.9139042,104.240961,0.00695503,0.07336235,1.008251,1.002846,0.003793,-0.0002,0,0,-1,334.609,338.043,1041.471,0,0
,,749,20.913965,109.310061,0.00691257,0.0725264,1.00632,1.003262,0.020533,0.0014,0,0,-1,334.569,337.949,1041.464,0,0
,,750,20.91332372,104.667546,0.0069088,0.07217151,1.002857,1.003223,0.031627,0.0022,0,0,-1,334.6,337.998,1041.445,0,0
,,751,20.91219265,101.085333,0.0069068,0.07227249,1.009272,1.004098,0.04539,0.002,0,0,-1,334.495,337.948,1041.419,0,0
,,752,20.91183106,101.10241,0.00696301,0.07227816,1.009844,1.003997,0.019097,-0.0003,0,0,-1,334.537,337.887,1041.438,0,0
,,753,20.91280926,109.742769,0.00698925,0.07229297,1.009974,1.004389,-0.007137,0.0027,0,0,-1,334.46,337.911,1041.425,0,0
,,754,20.91375471,102.918074,0.00699258,0.07230741,1.002618,1.004229,0.009149,0.0021,0,0,-1,334.496,337.865,1041.441,0,0
,,755,20.91394701,105.759476,0.00699026,0.07231147,1.003732,1.003838,0.028142,0.0032,0,0,-1,334.526,337.956,1041.423,0,0
,,756,20.91357898,102.431041,0.00698918,0.0722641,1.012597,1.004303,-0.035307,0.0023,0,0,-1,334.483,337.917,1041.426,0,0
,,757,20.91361059,107.559267,0.00699374,0.07156409,1.012909,1.004224,-0.009992,0.0005,0,0,-1,334.543,337.916,1041.43,0,0
,,758,20.91321748,102.511451,0.00699414,0.07142999,1.008107,1.004858,-0.011866,-0.0004,0,0,-1,334.477,337.929,1041.392,0,0
,,759,20.91308001,108.975956,0.00693208,0.07134838,1.007404,1.004417,-0.021598,0.0002,0,0,-1,334.554,337.91,1041.425,0,0
,,760,20.91209325,107.144953,0.00690451,0.07143772,1.006215,1.004429,-0.016205,0.0014,0,0,-1,334.577,338.019,1041.394,0,0
,,761,20.91253762,105.571035,0.0069113,0.07143753,1.010803,1.005184,-0.001653,0.0001,0,0,-1,334.553,337.962,1041.421,0,0
,,762,20.91339897,102.310805,0.00682066,0.07144284,1.01548,1.005137,-0.087472,-0.0002,0,0,-1,334.602,338.014,1041.428,0,0
,,763,20.91321695,101.640519,0.00679574,0.07143494,1.01173,1.005398,-0.138278,0.001,0,0,-1,334.52,337.988,1041.428,0,0
,,764,20.91324666,101.268086,0.00679535,0.07142126,1.01008,1.006089,-0.092715,0.0011,0,0,-1,334.601,338.004,1041.439,0,0
,,765,20.91334265,105.037744,0.00685614,0.07138424,1.007645,1.006014,-0.037495,0.0029,0,0,-1,334.555,338.055,1041.398,0,0
,,766,20.91393045,103.308985,0.00690459,0.07145548,1.012151,1.006579,-0.058058,0.0003,0,0,-1,334.582,337.998,1041.441,0,0
