General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)
,,184,19.9735034,84.820177,0.01357979,0.84282113,0.898579,1.067024,9.540446,0,0,0,-1,364.257,377.552,1041.504,0,0
,,185,19.97185362,83.219982,0.01357755,0.84481695,0.882241,1.067216,9.371739,0.0005,0,0,-1,364.578,377.86,1041.5,0,0
,,186,19.97398574,85.883802,0.01368809,0.84602641,0.869739,1.067363,9.172807,0.0012,0,0,-1,364.791,378.171,1041.485,0,0
,,187,19.97675573,88.770227,0.01369209,0.84607693,0.882484,1.067253,8.992885,-0.0004,0,0,-1,364.93,378.298,1041.513,0,0
,,188,19.98538805,89.901951,0.01377043,0.84606919,0.876802,1.067586,8.872473,-0.0003,0,0,-1,365.119,378.483,1041.508,0,0
,,189,19.99790754,91.711767,0.01388442,0.8460283,0.878616,1.067851,8.673449,-0.0005,0,0,-1,365.187,378.581,1041.522,0,0
,,190,20.00745704,87.263664,0.01399283,0.84509258,0.869793,1.067587,8.529562,0.0013,0,0,-1,365.377,378.732,1041.575,0,0
,,191,20.0176284,93.595474,0.01388917,0.84314296,0.880345,1.067783,8.39178,0.0008,0,0,-1,365.47,378.891,1041.599,0,0
,,192,20.04148597,90.476017,0.01369951,0.83851631,0.894179,1.068233,8.180921,0.0006,0,0,-1,365.563,378.871,1041.691,0,0
,,193,20.06878332,94.427357,0.01369379,0.83232819,0.888957,1.068081,8.006234,-0.0003,0,0,-1,365.604,378.948,1041.743,0,0
,,194,20.09311237,89.120683,0.01358265,0.82835589,0.872196,1.06798,7.879984,-0.0005,0,0,-1,365.583,378.865,1041.784,0,0
,,195,20.11152965,89.327216,0.01349566,0.82049566,0.880423,1.067736,7.813703,0.0008,0,0,-1,365.696,378.928,1041.717,0,0
,,196,20.12867242,91.276505,0.01341693,0.81260911,0.896575,1.068199,7.702311,0.0002,0,0,-1,365.675,378.934,1041.682,0,0
,,197,20.13795379,96.628035,0.01330663,0.80453352,0.920066,1.068424,7.56954,-0.0004,0,0,-1,365.763,378.909,1041.634,0,0
,,198,20.14792358,91.693767,0.0131986,0.79566993,0.894944,1.067891,7.435053,-0.0004,0,0,-1,365.815,378.988,1041.513,0,0
,,199,20.16549382,93.979289,0.01310608,0.78567823,0.901647,1.067741,7.243759,0.0007,0,0,-1,365.868,378.931,1041.469,0,0
,,200,20.18130535,92.843902,0.01289029,0.77174401,0.901974,1.068117,7.09596,-0.0007,0,0,-1,365.922,378.943,1041.356,0,0
,,201,20.19170714,100.377345,0.01272011,0.75884463,0.911007,1.068227,6.929036,-0.0005,0,0,-1,365.809,378.783,1041.293,0,0
,,202,20.19571877,94.249837,0.01260579,0.74768031,0.909517,1.068268,6.821828,-0.0004,0,0,-1,365.804,378.703,1041.221,0,0
,,203,20.2047263,92.24618,0.01249041,0.73303121,0.891949,1.068041,6.738379,-0.0003,0,0,-1,365.695,378.582,1041.145,0,0
,,204,20.2165055,94.994162,0.01229801,0.72074042,0.885017,1.067453,6.606683,-0.0005,0,0,-1,365.609,378.329,1041.113,0,0
,,205,20.22727103,94.560349,0.01218121,0.71070503,0.917713,1.067454,6.529025,0.0013,0,0,-1,365.44,378.156,1041.055,0,0
,,206,20.24347614,94.209874,0.01190877,0.69672135,0.920278,1.066997,6.447771,-0.0006,0,0,-1,365.25,377.845,1041.053,0,0
,,207,20.26684784,96.127595,0.01179602,0.68187626,0.920677,1.067218,6.30932,0.0006,0,0,-1,365.154,377.651,1041.029,0,0
,,208,20.29224204,93.192521,0.01170342,0.67088951,0.89627,1.066727,6.151352,-0.0003,0,0,-1,364.922,377.374,1041.01,0,0
,,209,20.31511927,100.902938,0.01148598,0.65681636,0.916472,1.066518,6.127616,0.0018,0,0,-1,364.802,377.095,1041.016,0,0
,,210,20.33662761,103.841658,0.01121507,0.6458168,0.937136,1.065916,6.056294,0.0003,0,0,-1,364.54,376.802,1041.017,0,0
,,211,20.36271354,93.103054,0.01106625,0.63382846,0.938654,1.066338,5.875259,-0.0003,0,0,-1,364.31,376.407,1040.962,0,0
,,212,20.38399465,97.143698,0.01084911,0.61328139,0.929735,1.066115,5.743408,-0.0008,0,0,-1,364.108,376.135,1040.993,0,0
,,213,20.39946473,93.102394,0.01060534,0.60586597,0.931819,1.065772,5.698387,-0.0008,0,0,-1,363.826,375.745,1041.035,0,0
,,214,20.4106326,99.744654,0.01032948,0.5922844,0.937127,1.065859,5.670192,-0.0006,0,0,-1,363.676,375.418,1041.071,0,0
,,215,20.42926047,97.749474,0.01019409,0.57427507,0.957587,1.06598,5.668037,0.0001,0,0,-1,363.363,375.092,1041.066,0,0
,,216,20.44526592,94.826748,0.0101232,0.56227889,0.947667,1.065267,5.591798,0.0001,0,0,-1,363.152,374.667,1041.161,0,0
,,217,20.46671824,96.543935,0.00987092,0.5466896,0.929978,1.065362,5.508587,-0.0002,0,0,-1,362.851,374.288,1041.098,0,0
,,218,20.48407601,101.229505,0.00955685,0.53142464,0.949005,1.065148,5.412573,-0.0004,0,0,-1,362.498,373.777,1041.174,0,0
,,219,20.49587516,97.287599,0.00933666,0.51890564,0.962166,1.064759,5.349294,0.0005,0,0,-1,362.235,373.399,1041.211,0,0
,,220,20.50572709,96.560489,0.00913759,0.50538025,0.964602,1.064491,5.363257,-0.0005,0,0,-1,361.883,372.943,1041.292,0,0
,,221,20.51899758,99.200604,0.00903632,0.48852261,0.962998,1.063735,5.312064,-0.0008,0,0,-1,361.665,372.543,1041.388,0,0
,,222,20.53526809,97.204818,0.00894376,0.47409266,0.967468,1.063467,5.195703,0.0009,0,0,-1,361.332,372.162,1041.153,0,0
,,223,20.55237746,98.774437,0.00883833,0.4621256,0.988822,1.063062,5.184254,0.002,0,0,-1,361.036,371.652,1041.266,0,0
,,224,20.56569608,100.427653,0.00866556,0.44855431,0.986015,1.062408,5.166652,0.0011,0,0,-1,360.698,371.232,1041.267,0,0
,,225,20.57710881,98.159144,0.00853803,0.43523812,0.982358,1.06229,5.090657,-0.0004,0,0,-1,360.279,370.682,1041.291,0,0
,,226,20.5878056,98.358381,0.00851071,0.42544714,0.983906,1.061367,5.036352,-0.0004,0,0,-1,360.008,370.237,1041.154,0,0
,,227,20.59755789,100.271524,0.00850669,0.41374964,0.980628,1.060823,5.032076,0.0008,0,0,-1,359.58,369.713,1041.273,0,0
,,228,20.61041672,102.919795,0.00850647,0.40009763,1.001678,1.061002,5.077441,-0.0006,0,0,-1,359.263,369.188,1041.236,0,0
,,229,20.62453168,104.02711,0.00850991,0.38766675,0.992219,1.060563,5.010065,-0.0006,0,0,-1,358.861,368.741,1041.368,0,0
,,230,20.640073,102.905104,0.008511,0.37451887,0.985026,1.060448,4.907273,0.0019,0,0,-1,358.492,368.176,1041.251,0,0
,,231,20.65179883,105.002866,0.00850853,0.36509126,0.98913,1.059418,4.848117,0.0014,0,0,-1,358.154,367.723,1041.244,0,0
,,232,20.6645449,102.091556,0.00850039,0.35246208,0.991454,1.059772,4.855678,0.0008,0,0,-1,357.714,367.15,1041.315,0,0
,,233,20.67422254,104.608296,0.00850316,0.34307731,0.995344,1.05976,4.862709,0.001,0,0,-1,357.396,366.658,1041.351,0,0
,,234,20.68636573,101.709996,0.00858143,0.32919809,0.991284,1.059505,4.859145,0.003,0,0,-1,356.977,366.165,1041.335,0,0
,,235,20.6988761,100.198161,0.00866791,0.31795974,0.975731,1.058918,4.856139,0.0018,0,0,-1,356.678,365.669,1041.359,0,0
,,236,20.70608958,100.740798,0.00878187,0.30992166,0.984216,1.057718,4.821554,0.0015,0,0,-1,356.348,365.291,1041.353,0,0
,,237,20.71370142,100.814745,0.00896816,0.29814631,0.991296,1.057943,4.724491,0.0006,0,0,-1,356.01,364.795,1041.379,0,0
,,238,20.72073415,101.020655,0.00927301,0.28707445,0.996738,1.058185,4.682718,-0.0003,0,0,-1,355.745,364.4,1041.375,0,0
,,239,20.72643278,102.82672,0.00955397,0.27881961,0.988319,1.0579,4.652176,0.0036,0,0,-1,355.358,363.941,1041.387,0,0
,,240,20.73231657,104.885166,0.00978014,0.26994628,0.971634,1.056996,4.617162,0.0009,0,0,-1,355.063,363.454,1041.43,0,0
,,241,20.73719499,104.30505,0.00997821,0.26296336,0.983427,1.056486,4.620773,0,0,0,-1,354.659,362.989,1041.4,0,0
,,242,20.73911822,104.070566,0.01009608,0.25587183,0.994278,1.056172,4.598012,0.0024,0,0,-1,354.328,362.477,1041.44,0,0
,,243,20.74340133,99.646316,0.01036456,0.24700255,0.989287,1.055354,4.565195,0.0021,0,0,-1,354.038,362.122,1041.411,0,0
,,244,20.74796409,102.343776,0.01067266,0.23967448,0.99607,1.055203,4.507067,0.0006,0,0,-1,353.677,361.64,1041.435,0,0
,,245,20.75097444,101.488594,0.0109722,0.2336675,0.98153,1.053982,4.49449,0.0014,0,0,-1,353.445,361.282,1041.435,0,0
,,246,20.75600024,104.001509,0.01125588,0.22781333,0.99188,1.053622,4.508354,-0.0004,0,0,-1,353.068,360.832,1041.431,0,0
,,247,20.76094005,105.353629,0.01165979,0.22190564,0.994454,1.052942,4.459434,0.0009,0,0,-1,352.784,360.348,1041.464,0,0
,,248,20.76394844,104.603896,0.01195924,0.21643433,0.997075,1.052698,4.437844,0.0002,0,0,-1,352.402,359.949,1041.454,0,0
,,249,20.76361681,104.14252,0.0123733,0.2125039,0.996486,1.051811,4.433145,0.0021,0,0,-1,352.112,359.486,1041.498,0,0
,,250,20.76407191,99.84829,0.01258096,0.20938152,0.986186,1.051034,4.385324,-0.0004,0,0,-1,351.87,359.183,1041.484,0,0
,,251,20.76609296,99.753251,0.01296122,0.20576399,0.991333,1.050192,4.326434,0.0022,0,0,-1,351.585,358.815,1041.477,0,0
,,252,20.76996832,103.226208,0.013174,0.20261726,1.000921,1.050137,4.30376,0.0009,0,0,-1,351.422,358.499,1041.503,0,0
,,253,20.7730243,97.384323,0.01329487,0.20037149,0.98945,1.049581,4.312545,0,0,0,-1,351.117,358.189,1041.48,0,0
,,254,20.77720385,106.670396,0.01348637,0.19749892,0.987448,1.049637,4.27094,-0.0006,0,0,-1,350.91,357.803,1041.505,0,0
,,255,20.77927053,103.993883,0.01367988,0.19449405,0.982291,1.048565,4.278598,-0.0007,0,0,-1,350.665,357.552,1041.462,0,0
,,256,20.77794087,107.686263,0.01388057,0.19140177,0.989163,1.048461,4.277051,-0.0008,0,0,-1,350.371,357.123,1041.49,0,0
,,257,20.77951955,102.557368,0.01407173,0.18943364,1.002629,1.04765,4.252,-0.0007,0,0,-1,350.175,356.825,1041.468,0,0
,,258,20.77985617,104.785358,0.01437801,0.18739455,0.993915,1.047692,4.221119,-0.0007,0,0,-1,349.87,356.483,1041.469,0,0
,,259,20.78107403,100.631399,0.01468277,0.18543406,0.986797,1.046816,4.283885,0.0018,0,0,-1,349.689,356.151,1041.469,0,0
,,260,20.78161074,102.390318,0.01469577,0.18321423,0.989716,1.045802,4.233364,0.0022,0,0,-1,349.428,355.858,1041.451,0,0
,,261,20.78199219,103.966572,0.01487492,0.18262813,0.990099,1.045226,4.167772,0.0002,0,0,-1,349.181,355.473,1041.467,0,0
,,262,20.78336761,104.56178,0.0150061,0.18050255,0.996436,1.045284,4.15826,0.0009,0,0,-1,348.947,355.2,1041.451,0,0
,,263,20.78513504,104.593465,0.01522074,0.17952621,0.993478,1.044771,4.175162,0.0009,0,0,-1,348.663,354.845,1041.46,0,0
,,264,20.7857844,102.588303,0.01531006,0.17734676,0.989558,1.043382,4.148196,-0.0007,0,0,-1,348.511,354.566,1041.474,0,0
,,265,20.78697384,107.553421,0.01538733,0.17649379,0.9903,1.042069,4.069321,0.0005,0,0,-1,348.239,354.288,1041.459,0,0
,,266,20.78781533,99.481102,0.01567484,0.17607829,0.989696,1.04184,4.081593,0.0001,0,0,-1,348.055,353.962,1041.495,0,0
,,267,20.79025876,102.202393,0.01584374,0.17431366,0.997338,1.041026,4.116752,-0.0004,0,0,-1,347.843,353.752,1041.494,0,0
,,268,20.79188342,103.3562,0.01589874,0.17319962,0.993476,1.041139,4.058762,0.0016,0,0,-1,347.633,353.411,1041.524,0,0
,,269,20.79235024,105.377584,0.01615437,0.17170306,0.980512,1.039792,3.99259,-0.0003,0,0,-1,347.461,353.175,1041.525,0,0
,,270,20.79154726,102.754888,0.0163455,0.17133179,0.986877,1.039068,4.002556,-0.0002,0,0,-1,347.197,352.881,1041.521,0,0
,,271,20.79116683,102.711493,0.01644331,0.17053191,0.997534,1.037711,4.066828,0.0024,0,0,-1,347.092,352.665,1041.535,0,0
,,272,20.79004597,104.626741,0.01660911,0.16959356,0.996937,1.03692,4.06713,0.0008,0,0,-1,346.859,352.444,1041.5,0,0
,,273,20.79106284,102.906059,0.01681232,0.16939553,0.995132,1.037015,3.998643,-0.0006,0,0,-1,346.688,352.099,1041.577,0,0
,,274,20.79216649,101.395386,0.01695618,0.16844047,0.985283,1.036455,3.972069,0.0007,0,0,-1,346.505,351.906,1041.509,0,0
,,275,20.79303819,103.071961,0.0170711,0.16831461,0.991701,1.035433,3.927675,-0.0003,0,0,-1,346.257,351.572,1041.502,0,0
,,276,20.79346769,106.06438,0.01727641,0.16728581,0.991642,1.034934,3.908596,0.0011,0,0,-1,346.143,351.386,1041.462,0,0
,,277,20.79360076,103.501011,0.01737901,0.16717398,0.994479,1.035061,3.934005,0.0018,0,0,-1,345.91,351.148,1041.5,0,0
,,278,20.79540195,102.259095,0.01758478,0.16641292,0.987293,1.034296,3.964557,0.0032,0,0,-1,345.803,350.902,1041.479,0,0
,,279,20.79601187,105.063785,0.01768662,0.16629443,0.979913,1.032916,3.911406,0.0015,0,0,-1,345.618,350.743,1041.435,0,0
,,280,20.79757988,103.376217,0.01777317,0.16555337,0.985704,1.031746,3.811658,0.0012,0,0,-1,345.458,350.452,1041.401,0,0
,,281,20.79886019,104.922458,0.01788337,0.16452491,0.993633,1.031667,3.841406,0.0011,0,0,-1,345.303,350.277,1041.429,0,0
,,282,20.80206631,102.84676,0.01799853,0.1634005,0.990459,1.030839,3.89094,-0.0003,0,0,-1,345.104,350.017,1041.457,0,0
,,283,20.80266527,104.169467,0.01808663,0.16326001,0.988893,1.029912,3.817746,0.0009,0,0,-1,345.027,349.866,1041.481,0,0
,,284,20.80252266,99.865917,0.01819416,0.16245838,0.978521,1.029478,3.812134,-0.0004,0,0,-1,344.853,349.738,1041.454,0,0
,,285,20.80109362,104.166548,0.0183042,0.16248476,0.989306,1.0289,3.821598,-0.0006,0,0,-1,344.784,349.542,1041.408,0,0
,,286,20.80046373,102.346349,0.01839677,0.16136526,0.996747,1.028399,3.801718,0.0007,0,0,-1,344.649,349.441,1041.495,0,0
,,287,20.8022127,101.232008,0.01847707,0.16132795,0.984175,1.027708,3.788579,-0.0006,0,0,-1,344.522,349.224,1041.441,0,0
,,288,20.80314065,101.746901,0.01848953,0.16028361,0.986372,1.027323,3.818744,0,0,0,-1,344.443,349.119,1041.425,0,0
,,289,20.80322727,98.628158,0.01858503,0.16018426,0.982417,1.026008,3.854805,0.0012,0,0,-1,344.257,348.929,1041.538,0,0
,,290,20.80236671,103.951116,0.01867105,0.15935092,0.989564,1.025383,3.794785,0.0009,0,0,-1,344.213,348.75,1041.47,0,0
,,291,20.80325516,103.305772,0.01877614,0.15857298,0.992197,1.02471,3.714564,0.0008,0,0,-1,344.033,348.612,1041.448,0,0
,,292,20.8044755,102.71682,0.01889263,0.1574786,0.98146,1.024194,3.720608,0.0012,0,0,-1,343.911,348.374,1041.407,0,0
,,293,20.80643382,102.286722,0.01897924,0.15738715,0.982307,1.023719,3.736391,0.0017,0,0,-1,343.813,348.284,1041.558,0,0
,,294,20.80775405,102.099178,0.01908407,0.15638678,0.977868,1.022855,3.644924,-0.0004,0,0,-1,343.63,348.049,1041.487,0,0
,,295,20.80875484,104.117999,0.01919934,0.15556329,0.979255,1.021962,3.615941,0.0003,0,0,-1,343.599,347.926,1041.484,0,0
,,296,20.80834066,103.787709,0.01928725,0.15546449,0.986468,1.021697,3.644914,0.0025,0,0,-1,343.427,347.785,1041.36,0,0
,,297,20.80994374,105.556999,0.01937039,0.15546243,0.978517,1.021351,3.57353,0.0005,0,0,-1,343.379,347.629,1041.639,0,0
,,298,20.81035887,101.330068,0.01948203,0.15437231,0.979029,1.020558,3.518279,0.0002,0,0,-1,343.254,347.537,1041.487,0,0
,,299,20.81083918,103.599548,0.0195964,0.15422996,0.983426,1.020008,3.531374,-0.0003,0,0,-1,343.122,347.355,1041.493,0,0
,,300,20.81113198,109.32589,0.01968576,0.1534629,0.99053,1.018968,3.562214,0.0012,0,0,-1,343.078,347.268,1041.465,0,0
,,301,20.80908869,103.294906,0.01969699,0.153442,0.99765,1.019054,3.554312,0.0007,0,0,-1,342.904,347.109,1041.475,0,0
,,302,20.80816757,104.121439,0.01979768,0.15341911,0.983463,1.018203,3.578792,0.0007,0,0,-1,342.883,346.977,1041.477,0,0
,,303,20.80662558,103.7689,0.01998021,0.15352082,0.978185,1.017366,3.619309,-0.0003,0,0,-1,342.73,346.868,1041.462,0,0
,,304,20.80809559,100.217518,0.02007661,0.1534409,0.984554,1.01664,3.571845,0.0037,0,0,-1,342.664,346.718,1041.503,0,0
,,305,20.81021781,105.367155,0.02000786,0.15245438,0.980916,1.015934,3.482277,0.0001,0,0,-1,342.582,346.64,1041.472,0,0
,,306,20.81198945,103.290175,0.01999892,0.15238936,0.990999,1.016128,3.448279,-0.0002,0,0,-1,342.467,346.46,1041.488,0,0
,,307,20.81422249,104.443576,0.0200008,0.15131348,0.984076,1.015335,3.447964,0.0014,0,0,-1,342.452,346.427,1041.481,0,0
,,308,20.81532232,105.811546,0.01999929,0.15047584,0.973887,1.015144,3.393596,-0.0007,0,0,-1,342.308,346.299,1041.469,0,0
,,309,20.81701122,104.247366,0.01993151,0.15033908,0.983466,1.014558,3.38718,-0.0003,0,0,-1,342.269,346.158,1041.477,0,0
,,310,20.8190758,104.054122,0.0197216,0.14965147,0.98359,1.014112,3.413874,0.0008,0,0,-1,342.13,346.075,1041.469,0,0
,,311,20.81983663,102.795169,0.01962184,0.14949426,0.983242,1.013887,3.409211,-0.0004,0,0,-1,342.029,345.882,1041.513,0,0
,,312,20.82008531,98.840335,0.01961054,0.14849106,0.97738,1.012764,3.404227,0.0021,0,0,-1,341.965,345.835,1041.492,0,0
,,313,20.82040495,104.521267,0.01951186,0.14734513,0.972799,1.011995,3.395362,0.0032,0,0,-1,341.849,345.688,1041.509,0,0
,,314,20.82004774,104.159734,0.01949765,0.14730263,0.979189,1.011227,3.387305,0.0017,0,0,-1,341.831,345.612,1041.516,0,0
,,315,20.82115349,106.493967,0.0194027,0.14728791,0.982929,1.01135,3.288895,0.0009,0,0,-1,341.708,345.542,1041.498,0,0
,,316,20.82334316,102.223093,0.01938314,0.14638772,0.986512,1.010574,3.319154,0.0012,0,0,-1,341.679,345.41,1041.517,0,0
,,317,20.82408103,105.265774,0.01931069,0.14536437,0.984137,1.010603,3.300746,-0.0002,0,0,-1,341.58,345.379,1041.505,0,0
,,318,20.82426465,108.823555,0.01902555,0.14436568,0.977276,1.009601,3.26847,-0.0001,0,0,-1,341.522,345.235,1041.514,0,0
,,319,20.82432437,101.218097,0.01899433,0.14342952,0.977792,1.009511,3.253549,-0.0002,0,0,-1,341.482,345.187,1041.488,0,0
,,320,20.82422427,101.137879,0.01881631,0.14329616,0.981582,1.008779,3.331232,-0.0004,0,0,-1,341.345,345.058,1041.46,0,0
,,321,20.824277,107.279791,0.01879695,0.14230874,0.983409,1.008545,3.312769,-0.0006,0,0,-1,341.328,344.946,1041.489,0,0
,,322,20.82392495,103.338864,0.01879629,0.14228893,0.983919,1.007893,3.294802,-0.0006,0,0,-1,341.203,344.895,1041.461,0,0
,,323,20.82239351,106.197322,0.01879471,0.14223475,0.967126,1.00659,3.335189,0.0001,0,0,-1,341.151,344.762,1041.462,0,0
,,324,20.82347327,109.110054,0.01870265,0.1422906,0.976841,1.006258,3.360084,0.0002,0,0,-1,341.117,344.742,1041.434,0,0
,,325,20.82400162,105.792011,0.01878426,0.14150982,0.984839,1.006465,3.323293,0.0007,0,0,-1,341.004,344.598,1041.442,0,0
,,326,20.82353372,104.95257,0.01888931,0.14139531,0.989539,1.006397,3.240067,0.0041,0,0,-1,340.997,344.555,1041.442,0,0
,,327,20.82429095,103.304905,0.01890624,0.14141446,0.983181,1.005727,3.204458,0.0007,0,0,-1,340.844,344.449,1041.433,0,0
,,328,20.82442687,102.85603,0.01898276,0.14137161,0.97615,1.005144,3.199161,0.0005,0,0,-1,340.82,344.325,1041.465,0,0
,,329,20.82486157,102.612002,0.01891793,0.14133132,0.977579,1.005331,3.189352,-0.0006,0,0,-1,340.714,344.274,1041.441,0,0
,,330,20.82493029,105.016197,0.01880883,0.14039093,0.98331,1.004977,3.246213,-0.0007,0,0,-1,340.628,344.134,1041.45,0,0
,,331,20.82753547,106.228047,0.01879923,0.14032133,0.978586,1.004676,3.220237,-0.0001,0,0,-1,340.608,344.116,1041.43,0,0
,,332,20.82966831,104.372988,0.01879856,0.13942068,0.975691,1.004842,3.144786,0.0012,0,0,-1,340.506,344.017,1041.447,0,0
,,333,20.83124134,98.892493,0.01869482,0.13943215,0.970551,1.004132,3.090459,-0.0003,0,0,-1,340.53,343.972,1041.444,0,0
,,334,20.83313995,102.218984,0.01860871,0.13944342,0.970821,1.003204,3.114873,0.0011,0,0,-1,340.414,343.934,1041.453,0,0
,,335,20.83353687,108.308588,0.01859972,0.13939285,0.980922,1.002964,3.146874,0.0035,0,0,-1,340.395,343.824,1041.393,0,0
,,336,20.83408929,104.46141,0.01860324,0.13849145,0.974003,1.003255,3.115547,0.0011,0,0,-1,340.351,343.835,1041.339,0,0
,,337,20.83526758,105.195875,0.01842502,0.13829111,0.971462,1.002866,3.047777,0.0008,0,0,-1,340.286,343.714,1041.4,0,0
,,338,20.83370643,105.094578,0.01840042,0.13728633,0.971477,1.001933,3.051761,0.0009,0,0,-1,340.324,343.715,1041.415,0,0
,,339,20.83382091,105.69146,0.01833104,0.13647047,0.972331,1.001658,3.030002,0.0011,0,0,-1,340.207,343.635,1041.454,0,0
,,340,20.83376129,105.128704,0.01822339,0.13638925,0.982229,1.001847,3.024191,0.0016,0,0,-1,340.205,343.553,1041.561,0,0
,,341,20.83442977,103.038457,0.01804216,0.13522159,0.97857,1.001173,3.009483,0.0008,0,0,-1,340.118,343.531,1041.501,0,0
,,342,20.83402285,106.129614,0.01801345,0.13523348,0.973714,1.001204,2.976414,0.0006,0,0,-1,340.09,343.428,1041.511,0,0
,,343,20.83423391,101.391282,0.01800888,0.13420231,0.973569,1.000336,2.964409,-0.0005,0,0,-1,340.048,343.42,1041.486,0,0
,,344,20.83433839,103.557428,0.01800734,0.13408902,0.977329,1.000632,2.917544,-0.0004,0,0,-1,339.948,343.317,1041.477,0,0
,,345,20.83377006,103.413845,0.01800913,0.13334772,0.981594,1.000487,2.917934,0.0002,0,0,-1,339.963,343.267,1041.487,0,0
,,346,20.83399767,102.552867,0.01809146,0.13326713,0.97941,1.000356,2.916064,-0.0004,0,0,-1,339.827,343.179,1041.388,0,0
,,347,20.83433228,105.292424,0.01802457,0.13332655,0.970587,0.999318,2.870458,0.0009,0,0,-1,339.823,343.086,1041.479,0,0
,,348,20.83484534,102.232237,0.01808449,0.1333348,0.971007,0.999112,2.914047,0.0014,0,0,-1,339.742,343.077,1041.49,0,0
,,349,20.83714089,103.982624,0.01819076,0.13255459,0.970293,0.999023,2.933313,0.0011,0,0,-1,339.692,342.968,1041.443,0,0
,,350,20.83801972,104.367538,0.01820489,0.13239293,0.980965,0.999244,2.868255,0.0013,0,0,-1,339.699,342.98,1041.594,0,0
,,351,20.83809601,105.012695,0.01820639,0.13239594,0.979211,0.999363,2.846927,0.0007,0,0,-1,339.602,342.911,1041.527,0,0
,,352,20.83808869,104.77079,0.01810704,0.13242438,0.971095,0.998919,2.884273,0.001,0,0,-1,339.631,342.884,1041.572,0,0
,,353,20.83819225,103.595253,0.01819274,0.13246625,0.980023,0.99916,2.886,0.0028,0,0,-1,339.528,342.871,1041.437,0,0
,,354,20.83926524,104.773753,0.01810289,0.1324318,0.978916,0.998754,2.850722,-0.0001,0,0,-1,339.524,342.785,1041.51,0,0
,,355,20.84083103,104.312164,0.01801805,0.13140073,0.980379,0.999211,2.834633,0.0022,0,0,-1,339.478,342.807,1041.519,0,0
,,356,20.84047713,100.364402,0.01809114,0.13127712,0.978152,0.999263,2.860959,0.0014,0,0,-1,339.391,342.677,1041.492,0,0
,,357,20.8396882,101.432882,0.01809239,0.13131975,0.9697,0.999344,2.921115,0.0018,0,0,-1,339.426,342.669,1041.458,0,0
,,358,20.8405681,103.844813,0.01802125,0.13024235,0.971623,0.99897,2.899714,0.001,0,0,-1,339.319,342.632,1041.459,0,0
,,359,20.84232459,101.988448,0.01791709,0.13024051,0.977259,0.999276,2.850929,0.0014,0,0,-1,339.352,342.576,1041.488,0,0
,,360,20.84243099,100.992578,0.0177997,0.12945813,0.981171,0.99972,2.823888,-0.0001,0,0,-1,339.292,342.598,1041.456,0,0
,,361,20.8408684,102.840555,0.01779151,0.12931933,0.980285,0.999694,2.714923,-0.0004,0,0,-1,339.246,342.484,1041.478,0,0
,,362,20.83965307,102.525629,0.01778792,0.12934296,0.969524,0.999203,2.70808,0.0003,0,0,-1,339.234,342.503,1041.436,0,0
,,363,20.83813795,105.270989,0.01789247,0.12929157,0.974679,0.999299,2.748934,-0.0001,0,0,-1,339.151,342.419,1041.423,0,0
,,364,20.83763783,101.875956,0.01789954,0.12939275,0.982584,0.999504,2.81854,0.0009,0,0,-1,339.2,342.403,1041.441,0,0
,,365,20.84013529,106.743534,0.01779535,0.12945486,0.983725,1.000057,2.73501,0.0001,0,0,-1,339.091,342.382,1041.436,0,0
,,366,20.84125908,100.577719,0.01779048,0.1293487,0.986374,1.000025,2.66251,0.0004,0,0,-1,339.095,342.294,1041.475,0,0
,,367,20.84192909,104.759336,0.01778774,0.12937504,0.976541,0.999496,2.66,0.0009,0,0,-1,339.053,342.326,1041.467,0,0
,,368,20.84201504,102.803323,0.01789107,0.12831987,0.98163,0.999621,2.666719,-0.0004,0,0,-1,339.007,342.242,1041.488,0,0
,,369,20.84263073,103.708278,0.0177947,0.12821191,0.987147,0.999865,2.621653,0.0014,0,0,-1,339.015,342.24,1041.526,0,0
,,370,20.84284855,105.165774,0.01778945,0.1281943,0.980958,0.999643,2.644792,-0.0002,0,0,-1,338.896,342.184,1041.55,0,0
,,371,20.84107466,105.060775,0.01778677,0.12823601,0.981069,1.000291,2.709278,0.0029,0,0,-1,338.948,342.142,1041.554,0,0
,,372,20.84043833,102.588804,0.01778233,0.12816712,0.977301,1.000069,2.677303,0.0037,0,0,-1,338.864,342.133,1041.513,0,0
,,373,20.84046831,106.67579,0.01778517,0.1281395,0.98011,1.000625,2.64164,0.0017,0,0,-1,338.837,342.032,1041.551,0,0
,,374,20.84074144,109.007658,0.01789203,0.12933408,0.985169,1.00062,2.662988,-0.0001,0,0,-1,338.813,342.055,1041.526,0,0
,,375,20.84249085,102.295792,0.0180004,0.12832,0.982528,1.001318,2.647616,0.0013,0,0,-1,338.728,341.95,1041.517,0,0
,,376,20.84263187,105.478026,0.01809227,0.12828998,0.981367,1.001506,2.599277,-0.0004,0,0,-1,338.763,341.955,1041.513,0,0
,,377,20.84238819,102.817805,0.01809286,0.12825255,0.981104,1.001114,2.59603,-0.0005,0,0,-1,338.658,341.908,1041.485,0,0
